code,name,category
3766,システムズ・デザイン,情報・通信業
3767,ネクステック,サービス業
3768,リスクモンスター,情報・通信業
3769,GMOペイメントゲートウェイ,情報・通信業
3770,ザッパラス,情報・通信業
3771,システムリサーチ,情報・通信業
3772,ウェルス・マネジメント,不動産業
3773,アドバンスト・メディア,情報・通信業
3774,インターネットイニシアティブ,情報・通信業
3775,ガイアックス,情報・通信業
3776,ブロードバンドタワー,情報・通信業
3777,環境フレンドリー HD,情報・通信業
3778,さくらインターネット,情報・通信業
3779,ジェイ・エスコム HD,情報・通信業
3781,DPG HD,サービス業
3782,ディー・ディー・エス,情報・通信業
3783,ナノ・メディア,サービス業
3784,ヴィンクス,情報・通信業
3785,エイティング,情報・通信業
3786,テレビ東京ブロードバンド,サービス業
3787,テクノマセマティカル,情報・通信業
3788,GMOグローバルサインHD,情報・通信業
3789,ソニーネットワークコミュニケーションズ,情報・通信業
3790,日本オフィス・システム,情報・通信業
3791,IGポート,情報・通信業
3793,ドリコム,情報・通信業
3794,エヌ・デーソフトウェア,情報・通信業
3796,いい生活,情報・通信業
3798,ULSグループ,情報・通信業
3799,キーウェアソリューションズ,情報・通信業
3800,ユニリタ,情報・通信業
3802,エコミック,情報・通信業
3803,イメージ情報開発,情報・通信業
3804,システムディ,情報・通信業
3807,フィスコ,情報・通信業
3808,オーケーウェブ,情報・通信業
3810,サイバーステップ,情報・通信業
3811,ビットアイル・エクイニクス,情報・通信業
3812,ゲームオン,サービス業
3813,ゴメス・コンサルティング,サービス業
3814,アルファクス・フード・システム,情報・通信業
3815,メディア工房,情報・通信業
3816,大和コンピューター,情報・通信業
3817,SRA HD,情報・通信業
3818,バンクテック・ジャパン,サービス業
3820,JBIS HD,サービス業
3821,フラクタリスト,サービス業
3822,Minoriソリューションズ,情報・通信業
3823,THE WHY HOW DO COMPANY,情報・通信業
3824,メディアファイブ,情報・通信業
3825,リミックスポイント,情報・通信業
3826,システムインテグレータ,情報・通信業
3827,ハイトンインターナショナル HD(英国)リミテッド,情報・通信業
3828,富士通クラウドテクノロジーズ,情報・通信業
3829,セルシス,情報・通信業
3830,ギガプライズ,情報・通信業
3831,パイプドビッツ,情報・通信業
3832,T&Cメディカルサイエンス,情報・通信業
3834,朝日ネット,情報・通信業
3835,eBASE,情報・通信業
3836,アバントグループ,情報・通信業
3837,アドソル日進,情報・通信業
3838,AQインタラクティブ,サービス業
3839,ODKソリューションズ,情報・通信業
3840,パス,情報・通信業
3841,ジーダット,情報・通信業
3842,ネクストジェン,情報・通信業
3843,フリービット,情報・通信業
3844,コムチュア,情報・通信業
3845,アイフリークモバイル,情報・通信業
3846,エイチアイ,サービス業
3847,パシフィックシステム,情報・通信業
3848,データ・アプリケーション,情報・通信業
3849,日本テクノ・ラボ,情報・通信業
3850,エヌ・ティ・ティ・データ・イントラマート,情報・通信業
3851,日本一ソフトウェア,情報・通信業
3852,サイバーコム,情報・通信業
3853,アステリア,情報・通信業
3854,アイル,情報・通信業
3856,Abalance,情報・通信業
3857,ラック,情報・通信業
3858,ユビキタスAI,情報・通信業
3859,シナジーマーケティング,情報・通信業
3861,王子 HD,パルプ・紙
3863,日本製紙,パルプ・紙
3864,三菱製紙,パルプ・紙
3865,北越コーポレーション,パルプ・紙
3877,中越パルプ工業,パルプ・紙
3878,巴川コーポレーション,パルプ・紙
3880,大王製紙,パルプ・紙
3891,ニッポン高度紙工業,パルプ・紙
3892,岡山製紙,パルプ・紙
3893,日本製紙G,パルプ・紙
3895,ハビックス,パルプ・紙
3896,阿波製紙,パルプ・紙
3900,クラウドワークス,情報・通信業
3901,マークラインズ,情報・通信業
3902,メディカル・データ・ビジョン,情報・通信業
3903,gumi,情報・通信業
3904,カヤック,情報・通信業
3905,データセクション,情報・通信業
3906,ALBERT,情報・通信業
3907,シリコンスタジオ,情報・通信業
3908,コラボス,情報・通信業
3909,ショーケース,サービス業
3910,エムケイシステム,情報・通信業
3911,Aiming,情報・通信業
3912,モバイルファクトリー,情報・通信業
3913,GreenBee,情報・通信業
3914,JIG-SAW,情報・通信業
3915,テラスカイ,情報・通信業
3916,デジタル・インフォメーション・テクノロジー,情報・通信業
3917,アイリッジ,情報・通信業
3918,PCI HD,情報・通信業
3919,パイプドHD,情報・通信業
3920,アイビーシー,情報・通信業
3921,ネオジャパン,情報・通信業
3922,PR TIMES,情報・通信業
3923,ラクス,情報・通信業
3924,ランドコンピュータ,情報・通信業
3925,ダブルスタンダード,情報・通信業
3926,オープンドア,情報・通信業
3927,フーバーブレイン,情報・通信業
3928,マイネット,情報・通信業
3929,ソーシャルワイヤー,情報・通信業
3930,はてな,情報・通信業
3931,バリューゴルフ,情報・通信業
3932,アカツキ,情報・通信業
3933,チエル,情報・通信業
3934,ベネフィットジャパン,情報・通信業
3935,エディア,情報・通信業
3936,グローバルウェイ,情報・通信業
3937,Ubicom HD,情報・通信業
3938,A HD,情報・通信業
3939,カナミックネットワーク,情報・通信業
3940,ノムラシステムコーポレーション,情報・通信業
3941,レンゴー,パルプ・紙
3943,大石産業,パルプ・紙
3944,古林紙工,パルプ・紙
3945,スーパーバッグ,パルプ・紙
3946,トーモク,パルプ・紙
3947,ダイナパック,パルプ・紙
3948,光ビジネスフォーム,パルプ・紙
3950,ザ・パック,パルプ・紙
3951,朝日印刷,パルプ・紙
3952,中央紙器工業,パルプ・紙
3953,大村紙業,パルプ・紙
3954,昭和パックス,パルプ・紙
3955,イムラ,パルプ・紙
3956,国際チャート,パルプ・紙
3958,笹徳印刷,その他製品
3960,バリューデザイン,情報・通信業
3961,シルバーエッグ・テクノロジー,情報・通信業
3962,チェンジ HD,情報・通信業
3963,シンクロ・フード,情報・通信業
3964,オークネット,情報・通信業
3965,キャピタル・アセット・プランニング,情報・通信業
3966,ユーザベース,情報・通信業
3967,エルテス,情報・通信業
3968,セグエグループ,情報・通信業
3969,エイトレッド,情報・通信業
3970,イノベーション,情報・通信業
3971,東セロ,パルプ・紙
3974,SCAT,情報・通信業
3975,AOI TYO HD,情報・通信業
3976,シャノン,情報・通信業
3977,フュージョン,サービス業
3978,マクロミル,情報・通信業
3979,うるる,情報・通信業
3981,ビーグリー,情報・通信業
3982,エスキュービズム,情報・通信業
3983,オロ,情報・通信業
3984,ユーザーローカル,情報・通信業
3985,テモナ,情報・通信業
3986,ビーブレイクシステムズ,情報・通信業
3987,エコモット,サービス業
3988,SYS HD,情報・通信業
3989,シェアリングテクノロジー,情報・通信業
3990,UUUM,情報・通信業
3991,ウォンテッドリー,情報・通信業
3992,ニーズウェル,情報・通信業
3993,PKSHA Technology,情報・通信業
3994,マネーフォワード,情報・通信業
3995,SKIYAKI,情報・通信業
3996,サインポスト,情報・通信業
3997,トレードワークス,情報・通信業
3998,すららネット,情報・通信業
3999,ブルーテック,情報・通信業
4003,コープケミカル,化学
4004,レゾナックHD,化学
4005,住友化学,化学
4006,チッソ,化学
4007,日本化成,化学
4008,住友精化,化学
4011,ヘッドウォータース,情報・通信業
4012,アクシス,情報・通信業
4013,勤次郎,情報・通信業
4014,カラダノート,サービス業
4015,ペイクラウド HD,情報・通信業
4016,MIT HD,情報・通信業
4017,クリーマ,情報・通信業
4018,Geolocation Technology,情報・通信業
4019,スタメン,情報・通信業
4020,ビートレンド,サービス業
4021,日産化学,化学
4022,ラサ工業,化学
4023,クレハ,化学
4025,多木化学,化学
4026,神島化学工業,ガラス・土石製品
4027,テイカ,化学
4028,石原産業,化学
4031,片倉コープアグリ,化学
4033,日東エフシー,化学
4040,南海化学,化学
4041,日本曹達,化学
4042,東ソー,化学
4043,トクヤマ,化学
4044,セントラル硝子,化学
4045,東亞合成,化学
4046,大阪ソーダ,化学
4047,関東電化工業,化学
4051,GMOフィナンシャルゲート,情報・通信業
4052,フィーチャ,情報・通信業
4053,Sun Asterisk,情報・通信業
4054,日本情報クリエイト,情報・通信業
4055,ティアンドエスグループ,情報・通信業
4056,ニューラルグループ,情報・通信業
4057,インターファクトリー,情報・通信業
4058,トヨクモ,情報・通信業
4059,まぐまぐ,情報・通信業
4060,rakumo,情報・通信業
4061,デンカ,化学
4062,イビデン,電気機器
4063,信越化学工業,化学
4064,日本カーバイド工業,化学
4068,ベイシス,情報・通信業
4069,BlueMeme,情報・通信業
4070,リヴァンプ,サービス業
4071,プラスアルファ・コンサルティング,サービス業
4072,電算システム HD,情報・通信業
4073,ジィ・シィ企画,情報・通信業
4074,ラキール,情報・通信業
4075,ブレインズテクノロジー,情報・通信業
4076,シイエヌエス,情報・通信業
4078,堺化学工業,化学
4080,田中化学研究所,化学
4082,第一稀元素化学工業,化学
4088,エア・ウォーター,化学
4091,日本酸素 HD,化学
4092,日本化学工業,化学
4093,東邦アセチレン,化学
4094,日本化学産業,化学
4095,日本パーカライジング,化学
4096,昭和電工ガスプロダクツ,化学
4097,高圧ガス工業,化学
4098,チタン工業,化学
4099,四国化成 HD,化学
4100,戸田工業,化学
4102,丸尾カルシウム,化学
4105,メルテックス,化学
4106,エヌ・イーケムキャット,化学
4107,伊勢化学工業,化学
4109,ステラケミファ,化学
4112,保土谷化学工業,化学
4113,田岡化学工業,化学
4114,日本触媒,化学
4115,本州化学工業,化学
4116,大日精化工業,化学
4117,川崎化成工業,化学
4118,カネカ,化学
4119,日本ピグメント HD,化学
4120,スガイ化学工業,化学
4124,大阪油化工業,化学
4125,三和油化工業,化学
4151,協和キリン,医薬品
4165,プレイド,情報・通信業
4166,かっこ,情報・通信業
4167,ココペリ,情報・通信業
4168,ヤプリ,情報・通信業
4169,ENECHANGE,サービス業
4170,Kaizen Platform,情報・通信業
4171,グローバルインフォメーション,情報・通信業
4172,Hiクラテス,情報・通信業
4173,WACUL,情報・通信業
4174,アピリッツ,情報・通信業
4175,coly,情報・通信業
4176,ココナラ,サービス業
4177,i-plug,情報・通信業
4178,Sharing Innovations,情報・通信業
4179,ジーネクスト,情報・通信業
4180,Appier Group,情報・通信業
4182,三菱瓦斯化学,化学
4183,三井化学,化学
4185,JSR,化学
4186,東京応化工業,化学
4187,大阪有機化学工業,化学
4188,三菱ケミカルグループ,化学
4189,KHネオケム,化学
4192,スパイダープラス,情報・通信業
4193,ファブリカ HD,情報・通信業
4194,ビジョナル,情報・通信業
4195,ディマージシェア,情報・通信業
4196,ネオマーケティング,情報・通信業
4197,アスマーク,情報・通信業
4198,テンダ,情報・通信業
4199,ワンダープラネット,情報・通信業
4200,日比谷コンピュータシステム,情報・通信業
4201,日本合成化学工業,化学
4202,ダイセル,化学
4203,住友ベークライト,化学
4204,積水化学工業,化学
4205,日本ゼオン,化学
4206,アイカ工業,化学
4208,UBE,化学
4212,積水樹脂,化学
4215,タキロンシーアイ,化学
4216,旭有機材,化学
4217,レゾナック,化学
4218,ニチバン,化学
4219,プラス・テク,化学
4220,リケンテクノス,化学
4221,大倉工業,化学
4222,児玉化学工業,化学
4223,太平化学製品,化学
4224,ロンシール工業,化学
4228,積水化成品工業,化学
4229,群栄化学工業,化学
4231,タイガースポリマー,化学
4233,プリヴェ企業再生グループ,輸送用機器
4234,サンエー化研,化学
4235,ウルトラファブリックスHD,化学
4237,フジプレアム,化学
4238,ミライアル,化学
4239,ポラテクノ,化学
4240,クラスターテクノロジー,化学
4241,アテクト,化学
4242,タカギセイコー,化学
4243,ニックス,化学
4244,東山フイルム,その他製品
4245,ダイキアクシス,その他製品
4246,ダイキョーニシカワ,化学
4247,ポバール興業,化学
4248,竹本容器,化学
4249,森六,化学
4250,フロンティア,サービス業
4251,恵和,化学
4255,THECOO,情報・通信業
4256,サインド,サービス業
4258,網屋,情報・通信業
4259,エクサウィザーズ,情報・通信業
4260,ハイブリッドテクノロジーズ,情報・通信業
4261,アジアクエスト,情報・通信業
4262,ニフティライフスタイル,情報・通信業
4263,サスメド,情報・通信業
4264,セキュア,情報・通信業
4265,Institution for a Global Society,情報・通信業
4266,ビッグツリーテクノロジー&コンサルティング,情報・通信業
4267,ライトワークス,情報・通信業
4268,エッジテクノロジー,情報・通信業
4269,ノーザ,情報・通信業
4270,BeeX,情報・通信業
4271,日本カーリット,化学
4272,日本化薬,化学
4274,細谷火工,化学
4275,カーリット,化学
4281,デジタル・アドバタイジング・コンソーシアム,情報・通信業
4282,EPS HD,サービス業
4283,パナソニックインフォメーションシステムズ,情報・通信業
4284,ソルクシーズ,情報・通信業
4286,CL HD,サービス業
4287,ジャストプランニング,情報・通信業
4288,アズジェント,情報・通信業
4290,プレステージ・インターナショナル,サービス業
4291,JIEC,情報・通信業
4293,セプテーニHD,サービス業
4295,フェイス,情報・通信業
4296,ゼンテック・テクノロジー・ジャパン,サービス業
4298,プロトコーポレーション,情報・通信業
4299,ハイマックス,情報・通信業
4301,アミューズ,サービス業
4302,オープンインタフェース,サービス業
4304,Eストアー,サービス業
4305,アイ・エム・ジェイ,サービス業
4306,バックスグループ,サービス業
4307,野村総合研究所,情報・通信業
4308,Jストリーム,情報・通信業
4309,スパイア,サービス業
4310,ドリームインキュベータ,サービス業
4311,ディースリー,サービス業
4312,サイバネットシステム,情報・通信業
4314,DA HD,サービス業
4315,日清医療食品,サービス業
4316,ビーマップ,情報・通信業
4317,レイ,サービス業
4318,クイック,サービス業
4319,TAC,サービス業
4320,CE HD,情報・通信業
4321,ケネディクス,サービス業
4322,イーシステム,サービス業
4323,日本システム技術,情報・通信業
4324,電通グループ,サービス業
4326,インテージ HD,情報・通信業
4327,日本エス・エイチ・エル,サービス業
4329,ワークスアプリケーションズ,サービス業
4330,セラーテムテクノロジー,サービス業
4331,テイクアンドギヴ・ニーズ,サービス業
4333,東邦システムサイエンス,情報・通信業
4334,ユークス,情報・通信業
4335,IPS HD,情報・通信業
4336,クリエアナブキ,サービス業
4337,ぴあ,サービス業
4340,シンプレクスHD,情報・通信業
4341,西菱電機,サービス業
4342,セコム上信越,サービス業
4343,イオンファンタジー,サービス業
4344,ソースネクスト,情報・通信業
4345,シーティーエス,サービス業
4346,NEXYZ.Group,サービス業
4347,ブロードメディア,サービス業
4348,インフォコム,情報・通信業
4349,テスク,情報・通信業
4350,メディカルシステムネットワーク,小売業
4351,山田再生系債権回収総合事務所,サービス業
4352,日本産業ホールディングズ,サービス業
4355,ロングライフホールディング,サービス業
4356,応用技術,情報・通信業
4357,ラ・パルレ,サービス業
4358,ティー・ワイ・オー,情報・通信業
4360,マナック・ケミカル・パートナーズ,化学
4361,川口化学工業,化学
4362,日本精化,化学
4364,マナック,化学
4365,松本油脂製薬,化学
4366,ダイトーケミックス,化学
4367,広栄化学,化学
4368,扶桑化学工業,化学
4369,トリケミカル研究所,化学
4370,モビルス,情報・通信業
4371,コアコンセプト・テクノロジー,情報・通信業
4372,ユミルリンク,情報・通信業
4373,シンプレクスHD,情報・通信業
4374,ROBOT PAYMENT,情報・通信業
4375,セーフィー,情報・通信業
4376,くふうカンパニー HD,情報・通信業
4377,ワンキャリア,情報・通信業
4378,CINC,情報・通信業
4379,Photosynth,情報・通信業
4380,Mマート,情報・通信業
4381,ビープラッツ,情報・通信業
4382,HEROZ,情報・通信業
4384,ラクスル,情報・通信業
4385,メルカリ,情報・通信業
4386,SIGグループ,情報・通信業
4387,ZUU,サービス業
4388,エーアイ,情報・通信業
4389,プロパティデータバンク,情報・通信業
4390,アイ・ピー・エス,情報・通信業
4391,ロジザード,情報・通信業
4392,FIG,情報・通信業
4393,バンク・オブ・イノベーション,情報・通信業
4394,エクスモーション,情報・通信業
4395,アクリート,情報・通信業
4396,システムサポート HD,情報・通信業
4397,チームスピリット,情報・通信業
4398,ブロードバンドセキュリティ,情報・通信業
4399,くふう住まい,情報・通信業
4401,ADEKA,化学
4403,日油,化学
4404,ミヨシ油脂,食料品
4406,新日本理化,化学
4409,東邦化学工業,化学
4410,ハリマ化成グループ,化学
4412,サイエンスアーツ,情報・通信業
4413,ボードルア,情報・通信業
4414,フレクト,情報・通信業
4415,ブロードエンタープライズ,情報・通信業
4416,True Data,情報・通信業
4417,グローバルセキュリティエキスパート,情報・通信業
4418,JDSC,情報・通信業
4419,Finatext HD,サービス業
4420,イーソル,情報・通信業
4421,ディ・アイ・システム,情報・通信業
4422,VALUENEX,情報・通信業
4423,アルテリア・ネットワークス,情報・通信業
4424,Amazia,情報・通信業
4425,Kudan,情報・通信業
4427,EduLab,情報・通信業
4428,シノプス,情報・通信業
4429,リックソフト,情報・通信業
4430,東海ソフト,情報・通信業
4431,スマレジ,情報・通信業
4432,ウイングアーク1st,情報・通信業
4433,ヒト・コミュニケーションズHD,情報・通信業
4434,サーバーワークス,情報・通信業
4435,カオナビ,情報・通信業
4436,ミンカブ・ジ・インフォノイド,情報・通信業
4437,gooddays HD,情報・通信業
4438,Welby,情報・通信業
4439,東名,情報・通信業
4440,ヴィッツ,情報・通信業
4441,トビラシステムズ,情報・通信業
4442,バルテスHD,情報・通信業
4443,Sansan,情報・通信業
4444,インフォネット,情報・通信業
4445,リビン・テクノロジーズ,情報・通信業
4446,Link-Uグループ,情報・通信業
4447,ピー・ビーシステムズ,情報・通信業
4448,kubell,情報・通信業
4449,ギフティ,情報・通信業
4450,パワーソリューションズ,情報・通信業
4452,花王,化学
4461,第一工業製薬,化学
4462,石原ケミカル,化学
4463,日華化学,化学
4464,ソフト99コーポレーション,化学
4465,ニイタカ,化学
4471,三洋化成工業,化学
4475,HENNGE,情報・通信業
4476,AI CROSS,情報・通信業
4477,BASE,情報・通信業
4478,フリー,情報・通信業
4479,マクアケ,情報・通信業
4480,メドレー,情報・通信業
4481,ベース,情報・通信業
4482,ウィルズ,情報・通信業
4483,JMDC,情報・通信業
4484,ランサーズ,情報・通信業
4485,JTOWER,情報・通信業
4486,ユナイトアンドグロウ,情報・通信業
4487,スペースマーケット,情報・通信業
4488,AI inside,情報・通信業
4489,ペイロール,サービス業
4490,ビザスク,情報・通信業
4491,コンピューターマネージメント,情報・通信業
4492,ゼネテック,情報・通信業
4493,サイバーセキュリティクラウド,情報・通信業
4494,バリオセキュア,情報・通信業
4495,アイキューブドシステムズ,情報・通信業
4496,コマースOne HD,情報・通信業
4497,ロコガイド,情報・通信業
4498,サイバートラスト,情報・通信業
4499,Speee,情報・通信業
4502,武田薬品工業,医薬品
4503,アステラス製薬,医薬品
4506,住友ファーマ,医薬品
4507,塩野義製薬,医薬品
4508,田辺三菱製薬,医薬品
4512,わかもと製薬,医薬品
4514,あすか製薬,医薬品
4516,日本新薬,医薬品
4517,ビオフェルミン製薬,医薬品
4519,中外製薬,医薬品
4521,科研製薬,医薬品
4523,エーザイ,医薬品
4524,森下仁丹,医薬品
4526,理研ビタミン,食料品
4527,ロート製薬,医薬品
4528,小野薬品工業,医薬品
4530,久光製薬,医薬品
4531,有機合成薬品工業,医薬品
4534,持田製薬,医薬品
4535,大正製薬,医薬品
4536,参天製薬,医薬品
4537,エスエス製薬,医薬品
4538,扶桑薬品工業,医薬品
4539,日本ケミファ,医薬品
4540,ツムラ,医薬品
4541,日医工,医薬品
4542,三笠製薬,医薬品
4543,テルモ,精密機器
4544,H.U.グループ HD,サービス業
4547,キッセイ薬品工業,医薬品
4548,生化学工業,医薬品
4549,栄研化学,医薬品
4550,日水製薬,医薬品
4551,鳥居薬品,医薬品
4552,JCRファーマ,医薬品
4553,東和薬品,医薬品
4554,富士製薬工業,医薬品
4555,沢井製薬,医薬品
4556,カイノス,医薬品
4557,医学生物学研究所,医薬品
4558,中京医薬品,医薬品
4559,ゼリア新薬工業,医薬品
4563,アンジェス,医薬品
4564,オンコセラピー・サイエンス,医薬品
4565,ネクセラファーマ,医薬品
4566,LTTバイオファーマ,医薬品
4567,ECI,医薬品
4568,第一三共,医薬品
4569,杏林製薬,医薬品
4570,免疫生物研究所,医薬品
4571,NANO HD,医薬品
4572,カルナバイオサイエンス,医薬品
4573,アールテック・ウエノ,医薬品
4574,大幸薬品,医薬品
4575,キャンバス,医薬品
4576,デ・ウエスタン・セラピテクス研究所,医薬品
4577,ダイト,医薬品
4578,大塚 HD,医薬品
4579,ラクオリア創薬,医薬品
4581,大正製薬 HD,医薬品
4582,シンバイオ製薬,医薬品
4583,カイオム・バイオサイエンス,医薬品
4584,キッズウェル・バイオ,医薬品
4585,UMNファーマ,医薬品
4586,メドレックス,医薬品
4587,ペプチドリーム,医薬品
4588,オンコリスバイオファーマ,医薬品
4589,アキュセラ・インク(Acucela Inc.),外国法人・組合
4591,リボミック,医薬品
4592,サンバイオ,医薬品
4593,ヘリオス,医薬品
4594,ブライトパス・バイオ,医薬品
4595,ミズホメディー,医薬品
4596,窪田製薬 HD,医薬品
4597,ソレイジア・ファーマ,医薬品
4598,DeltaーFly Pharma,医薬品
4599,ステムリム,医薬品
4611,大日本塗料,化学
4612,日本ペイント HD,化学
4613,関西ペイント,化学
4614,トウペ,化学
4615,神東塗料,化学
4616,川上塗料,化学
4617,中国塗料,化学
4619,日本特殊塗料,化学
4620,藤倉化成,化学
4621,ロックペイント,化学
4623,アサヒペン,化学
4624,イサム塗料,化学
4625,アトミクス,化学
4626,太陽 HD,化学
4627,ナトコ,化学
4628,エスケー化研,化学
4629,大伸化学,化学
4631,DIC,化学
4633,サカタインクス,化学
4634,artience,化学
4635,東京インキ,化学
4636,T&K TOKA,化学
4640,アンドール,情報・通信業
4641,アルプス技研,サービス業
4642,オリジナル設計,サービス業
4644,イマジニア,情報・通信業
4645,市進 HD,サービス業
4649,大成,サービス業
4650,SDエンターテイメント,サービス業
4651,サニックス HD,サービス業
4653,ダイオーズ,サービス業
4654,ニチゾウテック,サービス業
4656,サン・ライフ,サービス業
4657,環境管理センター,サービス業
4658,日本空調サービス,サービス業
4659,エイジス,サービス業
4661,オリエンタルランド,サービス業
4662,フォーカスシステムズ,情報・通信業
4664,アール・エス・シー,サービス業
4665,ダスキン,サービス業
4666,パーク二四(パーク24),不動産業
4667,アイサンテクノロジー,情報・通信業
4668,明光ネットワークジャパン,サービス業
4669,ニッパンレンタル,サービス業
4671,ファルコ HD,サービス業
4673,川崎地質,サービス業
4674,クレスコ,情報・通信業
4675,エヌエス環境,サービス業
4676,フジ・メディアHD,情報・通信業
4678,秀英予備校,サービス業
4679,田谷,サービス業
4680,ラウンドワン,サービス業
4681,リゾートトラスト,サービス業
4684,オービック,情報・通信業
4685,菱友システムズ,情報・通信業
4686,ジャストシステム,情報・通信業
4687,TDCソフト,情報・通信業
4689,LINEヤフー,情報・通信業
4690,日本パレットプール,サービス業
4691,ワシントンホテル,サービス業
4694,ビー・エム・エル,サービス業
4695,マイスターエンジニアリング,サービス業
4696,ワタベウェディング,サービス業
4699,ウチダエスコ,サービス業
4704,トレンドマイクロ,情報・通信業
4705,クリップコーポレーション,サービス業
4707,キタック,サービス業
4708,りらいあコミュニケーションズ,サービス業
4709,ID HD,情報・通信業
4711,東急コミュニティー,サービス業
4712,KeyHolder,サービス業
4713,日信電子サービス,サービス業
4714,リソー教育グループ,サービス業
4716,日本オラクル,情報・通信業
4718,早稲田アカデミー,サービス業
4719,アルファシステムズ,情報・通信業
4720,城南進学研究社,サービス業
4722,フューチャー,情報・通信業
4723,プロンプト HD,サービス業
4724,ウェアハウス,サービス業
4725,CAC HD,情報・通信業
4726,SBテクノロジー,情報・通信業
4727,ASPAC,サービス業
4728,トーセ,情報・通信業
4732,ユー・エス・エス,サービス業
4733,オービックビジネスコンサルタント,情報・通信業
4734,ビーイング,情報・通信業
4735,京進,サービス業
4736,日本ラッド,情報・通信業
4738,日立ソリューションズ・クリエイト,サービス業
4739,伊藤忠テクノソリューションズ,情報・通信業
4743,アイティフォー,情報・通信業
4744,きずな,不動産業
4745,東京個別指導学院,サービス業
4746,東計電算,情報・通信業
4747,e-まちタウン,サービス業
4748,構造計画研究所,情報・通信業
4749,GNU,サービス業
4750,ダイサン,サービス業
4751,サイバーエージェント,サービス業
4752,昭和システムエンジニアリング,情報・通信業
4754,トスネット,サービス業
4755,楽天グループ,サービス業
4760,アルファ,サービス業
4761,さくらケーシーエス,情報・通信業
4762,エックスネット,情報・通信業
4763,クリーク・アンド・リバー社,サービス業
4764,Nexus Bank,情報・通信業
4765,SBIグローバルアセットマネジメント,サービス業
4766,ピーエイ,サービス業
4767,テー・オー・ダブリュー,サービス業
4768,大塚商会,情報・通信業
4769,IC,情報・通信業
4770,図研エルミック,情報・通信業
4771,エフアンドエム,サービス業
4772,SM ENTERTAINMENT JAPAN,情報・通信業
4775,総合メディカル,小売業
4776,サイボウズ,情報・通信業
4777,ガーラ,情報・通信業
4779,ソフトブレーン,情報・通信業
4781,日本ハウズイング,不動産業
4783,NCD,情報・通信業
4784,GMOインターネット,サービス業
4788,サイバー・コミュニケーションズ,サービス業
4789,ネオアクシス,サービス業
4792,山田コンサルティンググループ,サービス業
4793,富士通ビー・エス・シー,情報・通信業
4794,デザインエクスチェンジ,サービス業
4798,エル・シー・エー HD,サービス業
4799,アグレックス,情報・通信業
4800,オリコン,情報・通信業
4801,セントラルスポーツ,サービス業
4809,パラカ,不動産業
4811,ドリーム・アーツ,情報・通信業
4812,電通総研,情報・通信業
4813,ACCESS,情報・通信業
4814,ネクストウェア,情報・通信業
4816,東映アニメーション,情報・通信業
4817,ジュピターテレコム,情報・通信業
4819,デジタルガレージ,情報・通信業
4820,イーエムシステムズ(商号EMシステムズ),情報・通信業
4822,ハドソン,サービス業
4824,メディアシーク,情報・通信業
4825,ウェザーニューズ,情報・通信業
4826,CIJ,情報・通信業
4827,ビジネス・ワン HD,不動産業
4828,ビジネスエンジニアリング,情報・通信業
4829,日本エンタープライズ,情報・通信業
4831,オープンループ,サービス業
4832,JFEシステムズ,情報・通信業
4833,Def consulting,サービス業
4834,キャリアバンク,サービス業
4835,インデックス,情報・通信業
4837,シダックス,サービス業
4838,スペースシャワーSKIYAKI HD,情報・通信業
4839,WOWOW,情報・通信業
4840,トライアイズ,サービス業
4841,ダブルクリック,サービス業
4842,USEN,情報・通信業
4845,スカラ,情報・通信業
4847,インテリジェントウェイブ,情報・通信業
4848,フルキャスト HD,サービス業
4849,エン,サービス業
4850,ザ・ダウ・ケミカル・カンパニー,化学
4875,メディシノバ・インク,医薬品
4880,セルソース,サービス業
4881,ファンペップ,医薬品
4882,ペルセウスプロテオミクス,医薬品
4883,モダリス,医薬品
4884,クリングルファーマ,医薬品
4885,室町ケミカル,医薬品
4886,あすか製薬 HD,医薬品
4887,サワイグループ HD,医薬品
4888,ステラファーマ,医薬品
4889,レナサイエンス,医薬品
4890,坪田ラボ,サービス業
4891,㈱ティムス,医薬品
4892,サイフューズ,医薬品
4893,ノイルイミューン・バイオテック,医薬品
4894,クオリプス,医薬品
4896,ケイファーマ,医薬品
4901,富士フイルム HD,化学
4902,コニカミノルタ,電気機器
4911,資生堂,化学
4912,ライオン,化学
4914,高砂香料工業,化学
4915,エイボン・プロダクツ,化学
4917,マンダム,化学
4918,アイビー化粧品,化学
4919,ミルボン,化学
4920,日本色材工業研究所,化学
4921,ファンケル,化学
4922,コーセー HD,化学
4923,コタ,化学
4924,シーズHD,化学
4925,ハーバー研究所,化学
4926,シーボン,化学
4927,ポーラ・オルビス HD,化学
4928,ノエビア HD,化学
4929,アジュバン HD,化学
4930,グラフィコ,その他製品
4931,新日本製薬,化学
4932,アルマード,化学
4933,I-ne,化学
4934,プレミアアンチエイジング,化学
4935,リベルタ,化学
4936,アクシージア,化学
4937,Waqoo,化学
4951,エステー,化学
4952,エス・ディー・エスバイオテック,化学
4954,マークテック,化学
4955,アグロカネショウ,化学
4956,コニシ,化学
4957,ヤスハラケミカル,化学
4958,長谷川香料,化学
4960,ケミプロ化成,化学
4961,日油技研工業,化学
4962,互応化学工業,化学
4963,星光PMC,化学
4965,曽田香料,化学
4966,上村工業,化学
4967,小林製薬,化学
4968,荒川化学工業,化学
4970,東洋合成工業,化学
4971,メック,化学
4972,綜研化学,化学
